FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5600000,2,38,3.8,6.78571428571429E-07,6.78571428571429E-06,0,444608,1,11,0,0,0,2,0,6.8,9151,1,0,38,-1,0.6,0,3.3,3,0,4,0,1,8.1,699528,0,0,0,1,825,5755,0,0,194,West Brom,Bournemouth,Man City,Arsenal,Everton,4.6,3.7,2.8,2.3,4.2,4.2,3.6,3.7,3.5,4.3,4.3,3,5.1,3,4.8,2,4.9,2.8,2.9,4.6,5,2.9,2.6,3.1,3.5,5.6,2,5.3,62
Alvaro,Morata,FWD,CHE,10300000,5,55,6.1,5.92233009708738E-07,5.33980582524272E-06,0,1311710,2,3,0,0,0,6,0,5.3,38157,3,0,55,-3,0.2,0,2,8,0,5,0,3,20.4,1883511,0,0,0,2,626,41228,0,0,169,Man Utd,West Brom,Liverpool,Swansea,Newcastle,6.9,8.1,7,6.2,8,7.7,7.6,6.2,8.2,8,7.7,6,7.7,8.2,7.7,9.1,8.2,6.2,7.5,8.2,7.7,5.6,8,8.4,7.7,8.3,8.4,7.3,82.8
Alberto,Moreno,DEF,LIV,4500000,6,27,3.4,7.55555555555556E-07,6E-06,0,91024,0,15,0,0,0,0,0,6,2049,0,0,27,0,1,0,4.3,2,0,3,0,1,3.1,142016,0,0,0,0,720,9635,0,0,190,West Ham,Southampton,Chelsea,Stoke,Brighton,2.4,3.9,3.6,2.4,2.6,3.9,4.9,2.4,1.7,3.4,3.8,2.6,3.2,2.3,2.5,3.9,2.8,4.8,4.6,1.7,4,3.2,1.8,4.3,2.6,4.2,2.8,4.7,40.6
Wes,Morgan,DEF,LEI,4500000,6,25,2.5,5.55555555555556E-07,5.55555555555556E-06,0,89832,2,14,0,0,0,0,0,5.6,1706,0,0,25,0,0.7,0,3.3,0,0,3,0,0,2.8,55731,0,0,0,0,900,2680,0,0,147,Stoke,Man City,West Ham,Tottenham,Burnley,1.8,1.8,1.7,2.3,2.7,1.5,2.1,3.8,2.3,2.8,1.3,3,2.1,2.4,1.3,1.9,1.3,2.5,2.6,1.9,3.1,1.9,2.9,1.9,2.3,2.8,3,1.9,28.7
James,Morrison,MID,WBA,5500000,0,13,0.433333333333333,7.87878787878788E-08,2.36363636363636E-06,0,2550,0,1,0,0,0,1,0,2.4,78,0,0,13,0,0,0,0,0,0,2,0,0,0,2499,0,0,0,0,205,4,0,0,35,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6400000,0,22,0.733333333333333,1.14583333333333E-07,3.4375E-06,0,40578,1,3,0,0,0,0,0,3.4,1366,-1,1,22,1,0,0,0.3,0,0,3,0,0,0.7,26640,0,0,0,0,470,27,-1,0,79,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.8
Steve,Mounie,FWD,HUD,5800000,1,19,3.2,5.51724137931035E-07,3.27586206896552E-06,0,297256,2,4,0,0,0,2,0,3.3,1443,-2,0,19,2,0.1,0,0.7,3,0,3,0,0,1,269212,0,0,0,0,396,340,0,0,59,West Brom,Bournemouth,Man City,Arsenal,Everton,4,3.1,2.9,1.6,3.3,3.9,2.5,3.6,2.7,4.2,3.3,2.3,3.9,3.2,4.1,1.6,4.1,2.5,2.2,2.9,4.8,2.1,2.6,3.1,2.5,4.6,2.2,4.1,26.5
Lys,Mousset,FWD,BOU,4900000,0,7,0.233333333333333,4.76190476190476E-08,1.42857142857143E-06,0,5797,0,2,0,0,0,0,0,1.4,268,-1,0,7,1,0.2,0,1,0,0,1,0,0,0.1,4883,0,0,0,0,107,129,0,0,15,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4259,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,13742,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3970,0,0,0,0,0,56,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5100000,1,5,0.166666666666667,3.26797385620915E-08,9.80392156862745E-07,0,8776,0,0,0,0,0,0,0,1,75,-4,0,5,4,0.1,0,0.7,0,0,0,0,0,0.1,931,0,0,0,0,89,19,0,0,12,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Jamie,Murphy,MID,BHA,4800000,0,6,0.2,4.16666666666667E-08,1.25E-06,0,2980,0,4,0,0,0,0,0,1.3,64,-2,0,6,2,0,0,0,0,0,0,0,0,0.1,1068,0,0,0,0,166,38,0,0,25,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Glenn,Murray,FWD,BHA,5700000,6,26,3.3,5.78947368421053E-07,4.56140350877193E-06,0,29012,2,5,0,0,0,3,0,4.6,1980,-3,0,26,3,1.2,0,7,4,0,2,0,0,0.8,39398,0,0,0,1,393,10141,0,0,68,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.8,4.3,1.8,4.9,4.2,2.5,2.4,3.4,3.2,2.7,2.3,4.2,2.8,2.6,2.9,4,3.4,3,4.2,3.5,2.4,3.8,3.8,3.7,2.7,2.5,3.4,2.1,27.1
Ahmed,Musa,MID,LEI,6200000,0,0,0,0,0,0,22928,0,0,0,0,0,0,0,0,323,-3,1,0,3,0,0,0,0,0,0,0,0,0.4,2886,0,0,0,0,0,101,-1,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,2,0.0666666666666667,1.38888888888889E-08,4.16666666666667E-07,0,3368,0,0,0,0,0,0,0,0.4,100,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.1,1416,0,0,0,0,26,29,0,0,-2,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Shkodran,Mustafi,DEF,ARS,5300000,0,26,0.866666666666667,1.63522012578616E-07,4.90566037735849E-06,0,94012,0,1,0,0,0,0,0,4.9,1766,-2,0,26,2,0,0,0,0,0,4,0,0,1.1,42955,0,0,0,0,450,80,0,0,128,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0.5,0.4,0.7,0.5,0.4,0.4,0.6,0.7,0.7,0.4,0.4,0.4,1.3,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.7,0.4,0.6,0.4,24.6
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,19,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0333333333333333,8.33333333333333E-09,2.5E-07,0,55380,1,1,0,2,0,0,0,0.3,992,0,0,1,0,0.1,0,0.3,0,0,0,0,0,3.6,36335,0,0,0,0,90,956,0,0,7,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4800000,1,7,0.233333333333333,4.86111111111111E-08,1.45833333333333E-06,0,2651,0,5,0,0,0,0,0,1.5,43,-2,0,7,2,0.4,0,1.7,0,0,1,0,0,0,993,0,0,0,0,166,26,0,0,13,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Kyle,Naughton,DEF,SWA,4600000,1,37,3.7,8.04347826086957E-07,8.04347826086956E-06,0,146646,1,12,0,0,0,0,0,8,4193,1,0,37,-1,0.6,0,2.7,4,0,4,0,1,5.7,324569,0,0,0,1,897,4556,0,0,194,Brighton,Burnley,Bournemouth,Chelsea,Stoke,4.5,4.2,4,4.5,4,4.6,2.8,3.2,5.1,3.2,5.4,3.4,3.6,4.5,4.6,3,4,4.3,4.6,4.2,3.5,2.8,4.3,3.4,3.2,3.1,4.1,3.8,34.6
Wilfred,Ndidi,MID,LEI,4900000,3,21,2.1,4.28571428571429E-07,4.28571428571429E-06,0,21850,2,14,0,0,0,0,0,4.3,563,-1,0,21,1,0.5,0,2.3,0,0,3,0,0,0.4,14823,0,0,0,0,900,428,0,0,101,Stoke,Man City,West Ham,Tottenham,Burnley,1.1,1,1.2,1.3,1.8,1.1,1.3,2.2,1.6,1.4,1,2,1.4,1.2,1.7,1.9,1,1.7,2.1,1,2.3,1,2.2,1.2,1.5,1.2,2.2,1.1,28.2
Reiss,Nelson,MID,ARS,4900000,0,0,0,0,0,0,2298,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,17,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,0,0,1806,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,4900000,1,20,0.666666666666667,1.36054421768707E-07,4.08163265306122E-06,0,95526,1,4,0,0,0,3,0,4.1,7970,-1,0,20,1,0.5,0,2.3,3,0,0,0,0,2.3,197970,0,0,0,0,197,2756,0,0,67,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,28.6
Edward,Nketiah,FWD,ARS,5000000,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,127,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.0333333333333333,6.17283950617284E-09,1.85185185185185E-07,0,686,0,0,0,0,0,0,0,0.2,19,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,233,0,0,0,0,1,13,0,0,3,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Mark,Noble,MID,WHU,5400000,2,13,2.2,4.07407407407407E-07,2.40740740740741E-06,0,11175,0,11,0,0,0,0,0,2.4,142,-1,0,13,1,0.1,0,0.7,0,0,1,0,0,0.2,4482,0,0,0,0,461,42,0,0,90,Liverpool,Watford,Leicester,Everton,Man City,2.2,1.5,2.2,1.8,1.1,1.5,2.5,1.2,2.4,1.5,1.1,2.1,1.2,2.3,2.4,1.1,1.3,1.1,1.8,2,1.8,1.7,1.4,1.9,1.1,1.1,1.2,2.8,20.1
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1453,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,16705,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,1.1,9638,0,0,0,0,0,144,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,5000000,1,27,3.4,6.8E-07,5.4E-06,0,139662,1,10,0,0,0,0,0,5.4,2600,0,0,27,0,0.1,0,0.7,6,0,2,0,1,1.8,169304,0,0,0,0,586,212,0,0,130,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,3,3.3,3.1,4.4,5.1,2.8,2.2,3.7,2.9,3.6,4.6,2.9,4.5,2.2,2.2,3.6,3.3,4.6,4.3,3.6,3,4.2,3.1,1.9,4.5,2.5,3.6,3.8,22.4
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,32,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,MID,WHU,4500000,0,19,0.633333333333333,1.40740740740741E-07,4.22222222222222E-06,0,107394,1,9,0,0,0,1,0,4.2,2927,0,0,19,0,0.2,0,0.7,3,0,2,0,0,1.5,135227,0,0,0,1,419,227,0,0,103,Liverpool,Watford,Leicester,Everton,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,20.5
Angelo,Ogbonna,DEF,WHU,4400000,1,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,30263,1,15,0,0,0,0,0,0.7,435,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.7,9702,0,0,0,0,450,215,0,0,64,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
Stefano,Okaka,FWD,WAT,5300000,0,7,0.233333333333333,4.40251572327044E-08,1.32075471698113E-06,0,53698,0,3,0,0,0,1,0,1.3,583,-2,0,7,2,0,0,0,1,0,0,0,0,0.4,43070,0,0,0,0,62,192,0,0,26,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.4
Shinji,Okazaki,FWD,LEI,5600000,1,32,4,7.14285714285714E-07,5.71428571428571E-06,0,267752,1,6,0,0,0,4,0,5.7,13595,1,0,32,-1,0.6,0,3.3,4,0,2,0,0,5.4,404815,0,0,0,0,449,4908,0,0,127,Stoke,Man City,West Ham,Tottenham,Burnley,4.4,4.1,3.3,3.7,4.6,3.1,3.8,6,4.6,4.9,2.8,5.1,3.6,4.3,4.5,4.1,3.2,5.6,5.5,3.6,5.5,3.7,5.3,3.3,4.1,4.4,5.3,3.2,42.4
Martin,Olsson,DEF,SWA,5000000,0,34,3.8,7.6E-07,6.8E-06,0,13901,0,9,0,0,0,0,0,6.8,1265,0,0,34,0,0.5,0,2.3,0,0,5,0,0,0.3,13215,0,0,0,0,806,31,0,0,156,Brighton,Burnley,Bournemouth,Chelsea,Stoke,4.6,4.4,4.1,4.6,4.2,4.8,2.9,3.3,5.3,3.4,5.6,3.6,3.7,4.6,4.8,3.2,4.2,4.4,4.7,4.3,3.6,2.9,4.4,3.6,3.4,3.3,4.2,4,20.7
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,20842,0,1,0,0,0,0,0,0.1,75,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1061,0,0,0,0,9,3,0,0,3,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4400000,2,21,2.1,4.77272727272727E-07,4.77272727272727E-06,0,136395,3,10,0,0,0,0,0,4.8,3503,-1,0,21,1,0.5,0,2.3,0,0,4,0,0,3.1,71810,0,0,0,0,854,4002,0,0,151,Burnley,Liverpool,Everton,Man City,Bournemouth,1.4,1.1,2.2,1,1.8,1.9,1.6,1.8,1.6,1.4,1,1.8,1.8,1,1.3,1.4,1.6,1.5,1.4,1.4,2.2,1.5,1.1,1.1,1.5,1.7,2.1,1,40.9
David,Ospina,GLK,ARS,4900000,0,0,0,0,0,0,6312,0,0,0,0,0,0,0,0,180,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1053,0,0,0,0,0,13,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,0,55,5.5,9.32203389830508E-07,9.32203389830509E-06,0,282801,4,6,0,0,0,2,0,9.3,23466,4,0,55,-4,0.9,0,5.3,5,0,6,0,0,20.8,1001524,0,0,0,2,880,23763,0,0,245,Arsenal,Leicester,Huddersfield,Southampton,West Ham,8.1,5.2,6.8,6.6,8.1,4.8,6.5,6.6,7.3,6,6.8,6.5,5.5,7.8,7.9,7,6.5,5.1,6.2,6.7,7.8,5.5,6.7,7,5.8,6.6,8,7.4,41.1
Mesut,Ozil,MID,ARS,9300000,6,29,3.6,3.87096774193548E-07,3.11827956989247E-06,0,108537,1,12,0,0,0,1,0,3.1,3852,-2,0,29,2,0.7,0,6.7,4,0,1,0,2,2.1,72557,0,0,0,1,567,3366,0,0,151,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.8,3.6,2.1,4.8,4.1,2.3,2.1,5.1,4.8,2.2,1.8,3.7,2.5,5,3,5.4,1.9,2.9,1.8,3.2,2,4.3,3.9,1.9,5.1,1.8,4.4,2,73
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4538,0,0,0,0,0,772,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey,Palmer,MID,HUD,5300000,0,3,0.1,1.88679245283019E-08,5.66037735849057E-07,0,4033,2,0,0,0,0,0,0,0.6,21,-2,0,3,2,0,0,0,0,0,1,0,0,0,768,0,0,0,0,123,3,0,0,3,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,4167,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0.1,239,0,0,0,0,0,1,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7900000,3,35,1.16666666666667,1.47679324894515E-07,4.43037974683544E-06,0,180166,0,4,0,0,0,2,0,4.4,7813,-1,0,35,1,0.7,0,5.3,2,0,3,0,2,2.5,150777,0,0,0,1,474,5611,0,0,104,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,0.6,0.6,39.8
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,3689,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1057,0,0,0,0,0,13,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3673,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,3,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,0,13,0.433333333333333,7.47126436781609E-08,2.24137931034483E-06,0,9574,0,5,0,0,0,1,0,2.2,203,-2,0,13,2,0.5,0,3,0,0,0,0,0,0.1,2172,0,0,0,0,262,30,0,0,42,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ayoze,Perez,FWD,NEW,5400000,2,28,2.8,5.18518518518518E-07,5.18518518518519E-06,0,77197,1,8,0,0,0,1,0,5.2,2414,-1,0,28,1,0.7,0,4,2,0,3,0,1,1.2,67920,0,0,0,0,816,1789,0,0,77,Bournemouth,Man Utd,Watford,West Brom,Chelsea,3.5,1.4,2.6,1.9,1.8,3.2,3.9,1.4,1.7,2.5,3.3,2.4,2.5,1.6,2.8,2.6,2.8,2.3,1.4,2.5,1.6,3.2,1.7,3.5,2.5,3.4,2.7,2.1,47.5
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,8325,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,428,0,0,0,0,0,4,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5700000,6,29,3.2,5.6140350877193E-07,5.08771929824561E-06,0,145293,0,5,0,0,0,1,0,5.1,1093,-3,0,29,3,0.4,0,2.3,0,0,4,0,2,0.9,66126,0,0,0,0,507,542,0,0,87,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,2.3,2.7,2.2,4,4,3.3,1.6,3.1,2.3,4.5,4.2,2.4,3.2,3.3,1.6,2.9,2.7,3.8,2.8,3.8,2.8,3.4,3.6,1.6,3.7,2.2,2.7,2.5,34.4
Jordan,Pickford,GLK,EVE,4900000,1,26,2.6,5.30612244897959E-07,5.30612244897959E-06,0,230878,0,20,0,33,0,0,0,5.3,7678,-1,0,26,1,0.4,0,2,1,0,1,0,0,6.8,75316,0,0,0,0,900,550,0,0,178,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,2.5,3,2.3,3.2,3.1,1.5,1.6,2,2.2,2.1,2,2.4,2.1,3.2,2.3,1.3,3.9,3,2.1,3.1,1.9,1.9,3.1,1.9,3,2,2.4,1.9,25.8
Jeremy,Pied,DEF,SOU,4300000,0,0,0,0,0,0,4169,0,0,0,0,0,0,0,0,67,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1281,0,0,0,0,0,5,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
